,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
25694,['hardcore hip hop', 'wu fam'],,,,,,,,,,,,,,,,,,,
25695,['chill groove'],,,,,,,,,,,,,,,,,,,,
25696,['gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'jewish hip hop', 'rap', 'southern hip hop'],,,,,,,,,,,,,,
25697,[],,,,,,,,,,,,,,,,,,,,
25698,['easy listening', 'exotica', 'jazz trombone', 'lounge', 'space age pop'],,,,,,,,,,,,,,,,
25699,['alternative r&b', 'hip hop', 'indie r&b', 'indie soul', 'la pop', 'rap', 'underground hip hop'],,,,,,,,,,,,,,
25700,['australian dance', 'australian pop', 'dance pop', 'pop', 'pop dance'],,,,,,,,,,,,,,,,
25701,['thai rock'],,,,,,,,,,,,,,,,,,,,
25702,['classical', 'finnish classical', 'impressionism', 'post-romantic era'],,,,,,,,,,,,,,,,,
25703,['hardcore', 'melodic hardcore', 'nyhc', 'punk', 'skate punk', 'straight edge'],,,,,,,,,,,,,,,
25704,['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock'],,,,,,,,,,,,,,,,
25705,['horrorcore'],,,,,,,,,,,,,,,,,,,,
25706,['romanian pop'],,,,,,,,,,,,,,,,,,,,
25707,['sacramento hip hop'],,,,,,,,,,,,,,,,,,,,
25708,[],,,,,,,,,,,,,,,,,,,,
25709,[],,,,,,,,,,,,,,,,,,,,
25710,['rva indie'],,,,,,,,,,,,,,,,,,,,
25711,['rockabilly', 'traditional rockabilly'],,,,,,,,,,,,,,,,,,,
25712,[],,,,,,,,,,,,,,,,,,,,
25713,['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap'],,,,,,,,,,,,,
25714,['progressive psytrance', 'psychedelic trance'],,,,,,,,,,,,,,,,,,,
25715,['anthem worship', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'christian pop', 'worship'],,,,,,,,,,,,,,
25716,[],,,,,,,,,,,,,,,,,,,,
25717,['bebop', 'big band', 'cool jazz', 'dixieland', 'jazz', 'jazz clarinet', 'new orleans jazz', 'stride', 'swing', 'vocal jazz'],,,,,,,,,,,
25718,[],,,,,,,,,,,,,,,,,,,,
25719,['dutch trance', 'progressive uplifting trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,,
25720,[],,,,,,,,,,,,,,,,,,,,
25721,['poetry'],,,,,,,,,,,,,,,,,,,,
25722,['german classical piano'],,,,,,,,,,,,,,,,,,,,
25723,[],,,,,,,,,,,,,,,,,,,,
25724,['classical contralto'],,,,,,,,,,,,,,,,,,,,
25725,[],,,,,,,,,,,,,,,,,,,,
25726,[],,,,,,,,,,,,,,,,,,,,
25727,['show tunes'],,,,,,,,,,,,,,,,,,,,
25728,[],,,,,,,,,,,,,,,,,,,,
25729,[],,,,,,,,,,,,,,,,,,,,
25730,[],,,,,,,,,,,,,,,,,,,,
25731,[],,,,,,,,,,,,,,,,,,,,
25732,['dance pop', 'edm', 'pop', 'pop dance', 'tropical house'],,,,,,,,,,,,,,,,
25733,[],,,,,,,,,,,,,,,,,,,,
25734,[],,,,,,,,,,,,,,,,,,,,
25735,['operetta'],,,,,,,,,,,,,,,,,,,,
25736,[],,,,,,,,,,,,,,,,,,,,
25737,['progressive house', 'progressive trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,,
25738,['dutch trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,,,
25739,['bow pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic pop', 'icelandic rock', 'melancholia', 'nordic post-rock', 'post-rock'],,,,,,,,,,,,
25740,['dutch experimental electronic'],,,,,,,,,,,,,,,,,,,,
25741,['pop rap', 'rap', 'sad rap'],,,,,,,,,,,,,,,,,,
25742,[],,,,,,,,,,,,,,,,,,,,
25743,[],,,,,,,,,,,,,,,,,,,,
25744,[],,,,,,,,,,,,,,,,,,,,
25745,[],,,,,,,,,,,,,,,,,,,,
25746,[],,,,,,,,,,,,,,,,,,,,
25747,['pinoy hip hop'],,,,,,,,,,,,,,,,,,,,
25748,[],,,,,,,,,,,,,,,,,,,,
25749,[],,,,,,,,,,,,,,,,,,,,
25750,[],,,,,,,,,,,,,,,,,,,,
25751,['dirty south rap', 'gangster rap', 'new orleans rap', 'pop rap', 'southern hip hop', 'trap', 'wrestling'],,,,,,,,,,,,,,
25752,[],,,,,,,,,,,,,,,,,,,,
25753,['indian indie', 'modern bollywood', 'sufi'],,,,,,,,,,,,,,,,,,
25754,[],,,,,,,,,,,,,,,,,,,,
25755,['dirty south rap', 'gangster rap', 'new orleans rap', 'pop rap', 'southern hip hop', 'trap', 'wrestling'],,,,,,,,,,,,,,
25756,[],,,,,,,,,,,,,,,,,,,,
25757,[],,,,,,,,,,,,,,,,,,,,
25758,['chinese instrumental'],,,,,,,,,,,,,,,,,,,,
25759,[],,,,,,,,,,,,,,,,,,,,
25760,['canadian post-hardcore', 'canadian rock', 'metalcore', 'pop punk', 'post-hardcore', 'screamo'],,,,,,,,,,,,,,,
25761,['art rock', 'experimental', 'experimental rock', 'post-punk', 'psychedelic rock', 'zolo'],,,,,,,,,,,,,,,
25762,['disco'],,,,,,,,,,,,,,,,,,,,
25763,['alternative country', 'alternative rock', 'anti-folk', 'freak folk', 'garage psych', 'gbvfi', 'indie folk', 'indie rock', 'lo-fi'],,,,,,,,,,,,
25764,['canadian post-rock', 'post-rock'],,,,,,,,,,,,,,,,,,,
25765,['alternative metal', 'alternative rock', 'australian alternative rock', 'australian psych', 'grunge', 'nu metal', 'pop rock', 'post-grunge', 'rock'],,,,,,,,,,,,
25766,[],,,,,,,,,,,,,,,,,,,,
25767,['canadian post-hardcore', 'canadian rock', 'metalcore', 'pop punk', 'post-hardcore', 'screamo'],,,,,,,,,,,,,,,
25768,[],,,,,,,,,,,,,,,,,,,,
25769,['alternative rock', 'dance-punk', 'indie pop', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'rock'],,,,,,,,,,,,,
25770,['romantico'],,,,,,,,,,,,,,,,,,,,
25771,[],,,,,,,,,,,,,,,,,,,,
25772,['velha guarda'],,,,,,,,,,,,,,,,,,,,
25773,['nueva cancion'],,,,,,,,,,,,,,,,,,,,
25774,['cantautor', 'latin alternative', 'nueva cancion', 'rock en espanol', 'trova'],,,,,,,,,,,,,,,,
25775,[],,,,,,,,,,,,,,,,,,,,
25776,['baroque', 'german baroque'],,,,,,,,,,,,,,,,,,,
25777,['alternative dance', 'dance-punk', 'new rave'],,,,,,,,,,,,,,,,,,
25778,['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock'],,,,,,,,,,,,,,,
25779,['deep uplifting trance'],,,,,,,,,,,,,,,,,,,,
25780,['historic piano performance'],,,,,,,,,,,,,,,,,,,,
25781,[],,,,,,,,,,,,,,,,,,,,
25782,[],,,,,,,,,,,,,,,,,,,,
25783,['irish experimental electronic'],,,,,,,,,,,,,,,,,,,,
25784,[],,,,,,,,,,,,,,,,,,,,
25785,['electropop', 'otacore', 'post-teen pop'],,,,,,,,,,,,,,,,,,
25786,['classical guitar'],,,,,,,,,,,,,,,,,,,,
25787,['funky tech house', 'organic house', 'progressive house'],,,,,,,,,,,,,,,,,,
25788,['electro latino'],,,,,,,,,,,,,,,,,,,,
25789,[],,,,,,,,,,,,,,,,,,,,
25790,['dutch americana'],,,,,,,,,,,,,,,,,,,,
25791,[],,,,,,,,,,,,,,,,,,,,
25792,[],,,,,,,,,,,,,,,,,,,,
25793,['progressive uplifting trance', 'uplifting trance'],,,,,,,,,,,,,,,,,,,
25794,['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,
25795,[],,,,,,,,,,,,,,,,,,,,
25796,['classical organ', 'classical performance'],,,,,,,,,,,,,,,,,,,
25797,['baroque violin', 'classical performance', 'historically informed performance', 'violin'],,,,,,,,,,,,,,,,,
25798,[],,,,,,,,,,,,,,,,,,,,
25799,['balkan classical piano', 'classical piano'],,,,,,,,,,,,,,,,,,,
25800,['gospel italiano', 'italian adult pop'],,,,,,,,,,,,,,,,,,,
25801,[],,,,,,,,,,,,,,,,,,,,
25802,[],,,,,,,,,,,,,,,,,,,,
25803,[],,,,,,,,,,,,,,,,,,,,
25804,[],,,,,,,,,,,,,,,,,,,,
25805,['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop'],,,,,,,,,,,
25806,['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk'],,,,,,,,,,,,,,,,,
25807,['east coast reggae', 'reggae rock'],,,,,,,,,,,,,,,,,,,
25808,[],,,,,,,,,,,,,,,,,,,,
25809,['british soul', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop'],,,,,,,,,,,,,
25810,['orchestra', 'youth orchestra'],,,,,,,,,,,,,,,,,,,
25811,['classic venezuelan pop', 'musica llanera'],,,,,,,,,,,,,,,,,,,
25812,['latin', 'latin arena pop', 'latin pop', 'mexican pop'],,,,,,,,,,,,,,,,,
25813,['narodna muzika', 'sevdah', 'turbo folk'],,,,,,,,,,,,,,,,,,
25814,[],,,,,,,,,,,,,,,,,,,,
25815,['alternative r&b', 'chill r&b', 'gauze pop', 'indie r&b', 'indie soul', 'uk contemporary r&b'],,,,,,,,,,,,,,,
25816,['chamber orchestra'],,,,,,,,,,,,,,,,,,,,
25817,['karaoke'],,,,,,,,,,,,,,,,,,,,
25818,[],,,,,,,,,,,,,,,,,,,,
25819,['healing', 'kirtan'],,,,,,,,,,,,,,,,,,,
25820,[],,,,,,,,,,,,,,,,,,,,
25821,[],,,,,,,,,,,,,,,,,,,,
25822,['deep minimal techno'],,,,,,,,,,,,,,,,,,,,
25823,['cambodian rock', 'khmer'],,,,,,,,,,,,,,,,,,,
25824,['folk', 'lilith', 'new wave pop', 'pop rock'],,,,,,,,,,,,,,,,,
25825,['alternative rock', 'art rock', 'dance rock', 'dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk'],,,,,,,,,,
25826,['hollywood', 'show tunes'],,,,,,,,,,,,,,,,,,,
25827,['alternative rock', 'art rock', 'dance rock', 'dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk'],,,,,,,,,,
25828,[],,,,,,,,,,,,,,,,,,,,
25829,['orchestral performance'],,,,,,,,,,,,,,,,,,,,
25830,[],,,,,,,,,,,,,,,,,,,,
25831,[],,,,,,,,,,,,,,,,,,,,
25832,['orchestral performance'],,,,,,,,,,,,,,,,,,,,
25833,['indie pop', 'modern rock'],,,,,,,,,,,,,,,,,,,
25834,['british classical piano'],,,,,,,,,,,,,,,,,,,,
25835,['classical performance', 'orchestral performance'],,,,,,,,,,,,,,,,,,,
25836,['orchestral performance'],,,,,,,,,,,,,,,,,,,,
25837,[],,,,,,,,,,,,,,,,,,,,
25838,['opera'],,,,,,,,,,,,,,,,,,,,
25839,['orchestral performance'],,,,,,,,,,,,,,,,,,,,
25840,['rare groove'],,,,,,,,,,,,,,,,,,,,
25841,['classical performance', 'historic orchestral performance', 'orchestral performance'],,,,,,,,,,,,,,,,,,
25842,['opera'],,,,,,,,,,,,,,,,,,,,
25843,['calypso'],,,,,,,,,,,,,,,,,,,,
25844,['psychedelic blues-rock'],,,,,,,,,,,,,,,,,,,,
25845,[],,,,,,,,,,,,,,,,,,,,
25846,['electro', 'gangster rap', 'hip hop', 'hip house', 'miami bass', 'old school hip hop', 'rap'],,,,,,,,,,,,,,
25847,['classical performance', 'orchestral performance'],,,,,,,,,,,,,,,,,,,
25848,['classical tenor'],,,,,,,,,,,,,,,,,,,,
25849,['classical performance', 'orchestral performance'],,,,,,,,,,,,,,,,,,,
25850,['classical performance', 'orchestral performance'],,,,,,,,,,,,,,,,,,,
25851,['electropop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'shimmer pop'],,,,,,,,,,,,
25852,['orchestral performance'],,,,,,,,,,,,,,,,,,,,
25853,['afrobeat', 'highlife', 'juju'],,,,,,,,,,,,,,,,,,
25854,[],,,,,,,,,,,,,,,,,,,,
25855,[],,,,,,,,,,,,,,,,,,,,
25856,['carnatic vocal', 'filmi', 'indian classical'],,,,,,,,,,,,,,,,,,
25857,[],,,,,,,,,,,,,,,,,,,,
25858,['dance pop', 'hip hop', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,
25859,['classic norwegian pop', 'norwegian pop', 'operatic pop'],,,,,,,,,,,,,,,,,,
25860,['bounce', 'new orleans rap'],,,,,,,,,,,,,,,,,,,
25861,[],,,,,,,,,,,,,,,,,,,,
25862,[],,,,,,,,,,,,,,,,,,,,
25863,[],,,,,,,,,,,,,,,,,,,,
25864,[],,,,,,,,,,,,,,,,,,,,
25865,['neo mellow', 'pop rock'],,,,,,,,,,,,,,,,,,,
25866,['ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock'],,,,,,,,,,,,,,,,
25867,['dub', 'old school dancehall', 'reggae', 'roots reggae'],,,,,,,,,,,,,,,,,
25868,[],,,,,,,,,,,,,,,,,,,,
25869,['blues', 'gospel blues', 'traditional blues'],,,,,,,,,,,,,,,,,,
25870,['dance pop', 'disco', 'disco house', 'funk', 'philly soul', 'post-disco', 'quiet storm', 'soul'],,,,,,,,,,,,,
25871,['corrosion'],,,,,,,,,,,,,,,,,,,,
25872,[],,,,,,,,,,,,,,,,,,,,
25873,[],,,,,,,,,,,,,,,,,,,,
25874,['australian pop', 'dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'viral pop'],,,,,,,,,,,,,,
25875,['classic swedish pop', 'vintage swedish pop'],,,,,,,,,,,,,,,,,,,
25876,[],,,,,,,,,,,,,,,,,,,,
25877,[],,,,,,,,,,,,,,,,,,,,
25878,[],,,,,,,,,,,,,,,,,,,,
25879,[],,,,,,,,,,,,,,,,,,,,
25880,['neo mellow', 'pop rock'],,,,,,,,,,,,,,,,,,,
25881,[],,,,,,,,,,,,,,,,,,,,
25882,['dark post-punk', 'grave wave', 'minimal wave'],,,,,,,,,,,,,,,,,,
25883,['alternative metal', 'nu metal', 'post-grunge'],,,,,,,,,,,,,,,,,,
25884,['dancehall', 'lovers rock', 'modern reggae', 'reggae', 'reggae fusion', 'roots reggae'],,,,,,,,,,,,,,,
25885,['indie pop', 'indie poptimism'],,,,,,,,,,,,,,,,,,,
25886,[],,,,,,,,,,,,,,,,,,,,
25887,[],,,,,,,,,,,,,,,,,,,,
25888,['ska', 'spanish rock'],,,,,,,,,,,,,,,,,,,
25889,[],,,,,,,,,,,,,,,,,,,,
25890,['classic polish pop'],,,,,,,,,,,,,,,,,,,,
25891,['brazilian ska'],,,,,,,,,,,,,,,,,,,,
25892,[],,,,,,,,,,,,,,,,,,,,
25893,['hardcore', 'nyhc', 'straight edge'],,,,,,,,,,,,,,,,,,
25894,['kansas city hip hop'],,,,,,,,,,,,,,,,,,,,
25895,['hip hop', 'rap', 'west coast rap'],,,,,,,,,,,,,,,,,,
25896,[],,,,,,,,,,,,,,,,,,,,
25897,['brill building pop', 'nashville sound'],,,,,,,,,,,,,,,,,,,
25898,['australian garage punk', 'australian indie', 'indie surf'],,,,,,,,,,,,,,,,,,
25899,['dark post-punk', 'dark wave', 'deathrock', 'gothic rock'],,,,,,,,,,,,,,,,,
25900,[],,,,,,,,,,,,,,,,,,,,
25901,['birmingham grime', 'grime', 'instrumental grime', 'rap'],,,,,,,,,,,,,,,,,
25902,[],,,,,,,,,,,,,,,,,,,,
25903,['miami hip hop', 'underground hip hop'],,,,,,,,,,,,,,,,,,,
25904,['cowpunk'],,,,,,,,,,,,,,,,,,,,
25905,['album rock', 'glam metal', 'hard rock', 'metal', 'rock'],,,,,,,,,,,,,,,,
25906,['psychobilly', 'rockabilly', 'roots rock', 'surf music'],,,,,,,,,,,,,,,,,
25907,[],,,,,,,,,,,,,,,,,,,,
25908,['alternative metal', 'christian alternative rock', 'christian music', 'christian rock'],,,,,,,,,,,,,,,,,
25909,['grunge'],,,,,,,,,,,,,,,,,,,,
25910,['alternative metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock', 'reggae fusion', 'welsh metal', 'welsh rock'],,,,,,,,,,,,,
25911,['dark wave', 'ebm', 'electro-industrial', 'experimental', 'industrial', 'industrial metal', 'industrial rock'],,,,,,,,,,,,,,
25912,['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional folk'],,,,,,,,,,,,,,,
25913,['trap', 'vapor trap'],,,,,,,,,,,,,,,,,,,
25914,['west coast trap'],,,,,,,,,,,,,,,,,,,,
25915,[],,,,,,,,,,,,,,,,,,,,
25916,[],,,,,,,,,,,,,,,,,,,,
25917,[],,,,,,,,,,,,,,,,,,,,
25918,[],,,,,,,,,,,,,,,,,,,,
25919,[],,,,,,,,,,,,,,,,,,,,
25920,[],,,,,,,,,,,,,,,,,,,,
25921,[],,,,,,,,,,,,,,,,,,,,
25922,['brostep', 'complextro', 'edm', 'electro'],,,,,,,,,,,,,,,,,
25923,['bboy'],,,,,,,,,,,,,,,,,,,,
25924,[],,,,,,,,,,,,,,,,,,,,
25925,['new orleans rap'],,,,,,,,,,,,,,,,,,,,
25926,['rare groove'],,,,,,,,,,,,,,,,,,,,
25927,['british alternative rock', 'pop rock'],,,,,,,,,,,,,,,,,,,
25928,['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock'],,,,,,,,,,,,
25929,[],,,,,,,,,,,,,,,,,,,,
25930,['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'la indie', 'metropopolis', 'neo-synthpop', 'pop'],,,,,,,,,,,,
25931,[],,,,,,,,,,,,,,,,,,,,
25932,['piano rock', 'viral pop'],,,,,,,,,,,,,,,,,,,
25933,[],,,,,,,,,,,,,,,,,,,,
25934,[],,,,,,,,,,,,,,,,,,,,
25935,[],,,,,,,,,,,,,,,,,,,,
25936,[],,,,,,,,,,,,,,,,,,,,
25937,[],,,,,,,,,,,,,,,,,,,,
25938,['deep big room'],,,,,,,,,,,,,,,,,,,,
25939,[],,,,,,,,,,,,,,,,,,,,
25940,['disco', 'electro', 'funk', 'post-disco', 'quiet storm', 'urban contemporary'],,,,,,,,,,,,,,,
25941,['alternative hip hop', 'boom bap', 'hardcore hip hop', 'hip hop', 'soul flow'],,,,,,,,,,,,,,,,
25942,[],,,,,,,,,,,,,,,,,,,,
25943,['album rock', 'art rock', 'blues rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock'],,,,,,,,,,,,,,
25944,['hard rock', 'rock', 'supergroup'],,,,,,,,,,,,,,,,,,
25945,['alternative emo', 'anti-folk', 'bubblegrunge', 'indie punk', 'indie rock', 'lo-fi emo', 'midwest emo', 'small room'],,,,,,,,,,,,,
25946,['classic dubstep'],,,,,,,,,,,,,,,,,,,,
25947,[],,,,,,,,,,,,,,,,,,,,
25948,['post-screamo'],,,,,,,,,,,,,,,,,,,,
25949,['alternative metal', 'death metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal'],,,,,,,,,,,,
25950,['alternative pop', 'alternative rock', 'anti-folk', 'art pop', 'indie punk', 'indie rock', 'lilith', 'olympia wa indie', 'riot grrrl'],,,,,,,,,,,,
25951,['dutch moombahton'],,,,,,,,,,,,,,,,,,,,
25952,['environmental'],,,,,,,,,,,,,,,,,,,,
25953,['sleep'],,,,,,,,,,,,,,,,,,,,
25954,['environmental', 'sleep'],,,,,,,,,,,,,,,,,,,
25955,['environmental', 'water'],,,,,,,,,,,,,,,,,,,
25956,['ambient worship', 'chamber pop', 'dreamo', 'pop'],,,,,,,,,,,,,,,,,
25957,['modern rock', 'pop emo', 'pop punk'],,,,,,,,,,,,,,,,,,
25958,['atl hip hop'],,,,,,,,,,,,,,,,,,,,
25959,['chillhop', 'lo-fi beats'],,,,,,,,,,,,,,,,,,,
25960,['brooklyn drill', 'nyc rap'],,,,,,,,,,,,,,,,,,,
25961,[],,,,,,,,,,,,,,,,,,,,
25962,['glam metal', 'hard rock', 'sleaze rock'],,,,,,,,,,,,,,,,,,
25963,['alternative dance', 'art pop', 'brooklyn indie', 'dance-punk', 'electropop', 'escape room', 'experimental pop', 'indie pop', 'indie surf', 'indietronica', 'modern rock', 'new rave', 'noise pop', 'shimmer pop'],,,,,,,
25964,[],,,,,,,,,,,,,,,,,,,,
25965,[],,,,,,,,,,,,,,,,,,,,
25966,['trap'],,,,,,,,,,,,,,,,,,,,
25967,['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap'],,,,,,,,,,,,,
25968,['jazz brass', 'jazz trombone'],,,,,,,,,,,,,,,,,,,
25969,[],,,,,,,,,,,,,,,,,,,,
25970,['reggae fusion', 'reggae rock'],,,,,,,,,,,,,,,,,,,
25971,['big band', 'stride', 'swing'],,,,,,,,,,,,,,,,,,
25972,['australian country', 'australian rock', 'bush ballad', 'classic australian country'],,,,,,,,,,,,,,,,,
25973,['jazz blues', 'stride', 'swing'],,,,,,,,,,,,,,,,,,
25974,[],,,,,,,,,,,,,,,,,,,,
25975,['acoustic blues', 'blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'rhythm and blues', 'rock-and-roll', 'swamp blues', 'swamp rock', 'traditional blues'],,,,,,,,,,,
25976,['trap'],,,,,,,,,,,,,,,,,,,,
25977,['arkansas country'],,,,,,,,,,,,,,,,,,,,
25978,['dub', 'early reggae', 'lovers rock', 'reggae', 'rock steady', 'roots reggae'],,,,,,,,,,,,,,,
25979,['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap'],,,,,,,,,,,,
25980,['cowboy western', 'yodeling'],,,,,,,,,,,,,,,,,,,
25981,['cali rap', 'west coast trap'],,,,,,,,,,,,,,,,,,,
25982,['alternative rock', 'art rock', 'dream pop', 'experimental', 'experimental rock', 'freak folk', 'indie rock', 'lo-fi', 'louisville underground', 'math rock', 'post-hardcore', 'post-punk', 'post-rock', 'slowcore'],,,,,,,
25983,[],,,,,,,,,,,,,,,,,,,,
25984,['alternative metal', 'double drumming', 'nu metal', 'rap metal'],,,,,,,,,,,,,,,,,
25985,['electropop', 'indie cafe pop', 'pop', 'post-teen pop'],,,,,,,,,,,,,,,,,
25986,[],,,,,,,,,,,,,,,,,,,,
25987,['orchestra'],,,,,,,,,,,,,,,,,,,,
25988,[],,,,,,,,,,,,,,,,,,,,
25989,['ballet class', 'orchestra', 'radio symphony'],,,,,,,,,,,,,,,,,,
25990,['orchestra'],,,,,,,,,,,,,,,,,,,,
25991,['chillwave', 'electropop', 'future bass', 'gauze pop', 'indie dream pop', 'vapor soul', 'vapor twitch'],,,,,,,,,,,,,,
25992,['dinner jazz'],,,,,,,,,,,,,,,,,,,,
25993,[],,,,,,,,,,,,,,,,,,,,
25994,['alternative rock', 'art pop', 'dream pop', 'indie rock', 'nu gaze', 'reading indie', 'shoegaze'],,,,,,,,,,,,,,
25995,[],,,,,,,,,,,,,,,,,,,,
25996,['roots worship'],,,,,,,,,,,,,,,,,,,,
25997,['alternative hip hop', 'detroit hip hop', 'hip hop', 'indie soul', 'neo soul'],,,,,,,,,,,,,,,,
25998,[],,,,,,,,,,,,,,,,,,,,
25999,['dub', 'reggae', 'roots reggae'],,,,,,,,,,,,,,,,,,
26000,['classic rock', 'classic soul', 'disco', 'folk rock', 'funk', 'funk rock', 'mellow gold', 'motown', 'psychedelic soul', 'rock', 'soul'],,,,,,,,,,
26001,['dub', 'reggae', 'rock drums'],,,,,,,,,,,,,,,,,,
26002,[],,,,,,,,,,,,,,,,,,,,
26003,[],,,,,,,,,,,,,,,,,,,,
26004,[],,,,,,,,,,,,,,,,,,,,
26005,[],,,,,,,,,,,,,,,,,,,,
26006,['classic soul', 'souldies'],,,,,,,,,,,,,,,,,,,
26007,[],,,,,,,,,,,,,,,,,,,,
26008,[],,,,,,,,,,,,,,,,,,,,
26009,['art rock', 'blues rock', 'brill building pop', 'british blues', 'british invasion', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock'],,,,,,,,
26010,['calypso'],,,,,,,,,,,,,,,,,,,,
26011,['electropop', 'hopebeat', 'indie pop', 'indie poptimism', 'la indie', 'la pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock'],,,,,,,,,,,
26012,[],,,,,,,,,,,,,,,,,,,,
26013,[],,,,,,,,,,,,,,,,,,,,
26014,['alternative rock', 'pop rock'],,,,,,,,,,,,,,,,,,,
26015,[],,,,,,,,,,,,,,,,,,,,
26016,[],,,,,,,,,,,,,,,,,,,,
26017,['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism'],,,,,,,,,,,,,,,,
26018,['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock'],,,,,,,,,,,,,,,,
26019,[],,,,,,,,,,,,,,,,,,,,
26020,[],,,,,,,,,,,,,,,,,,,,
26021,['alternative r&b', 'hip hop', 'rap', 'underground hip hop'],,,,,,,,,,,,,,,,,
26022,[],,,,,,,,,,,,,,,,,,,,
26023,['dance pop', 'pop', 'post-teen pop', 'uk pop'],,,,,,,,,,,,,,,,,
26024,['alternative country', 'alternative rock', 'anti-folk', 'art pop', 'art rock', 'chamber pop', 'dream pop', 'folk', 'freak folk', 'gbvfi', 'indie folk', 'lo-fi', 'roots rock', 'singer-songwriter', 'stomp and holler', 'traditional folk'],,,,,
26025,['downtempo', 'electronica', 'trip hop'],,,,,,,,,,,,,,,,,,
26026,['alternative hip hop', 'boom bap', 'harlem hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop'],,,,,,,,,,,,,
26027,[],,,,,,,,,,,,,,,,,,,,
26028,[],,,,,,,,,,,,,,,,,,,,
26029,['melodic rap', 'meme rap', 'miami hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap'],,,,,,,,,,,,,,
26030,[],,,,,,,,,,,,,,,,,,,,
26031,['celtic punk'],,,,,,,,,,,,,,,,,,,,
26032,['classic opm', 'opm'],,,,,,,,,,,,,,,,,,,
26033,['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul'],,,,,,,,,,,,,,
26034,['brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul'],,,,,,,,,,,,,,
26035,['gospel', 'gospel r&b'],,,,,,,,,,,,,,,,,,,
26036,['gospel', 'gospel r&b'],,,,,,,,,,,,,,,,,,,
26037,[],,,,,,,,,,,,,,,,,,,,
26038,['chicago punk', 'emo', 'orgcore', 'power-pop punk', 'skate punk'],,,,,,,,,,,,,,,,
26039,[],,,,,,,,,,,,,,,,,,,,
26040,['dinner jazz'],,,,,,,,,,,,,,,,,,,,
26041,[],,,,,,,,,,,,,,,,,,,,
26042,[],,,,,,,,,,,,,,,,,,,,
26043,['dinner jazz'],,,,,,,,,,,,,,,,,,,,
26044,[],,,,,,,,,,,,,,,,,,,,
26045,[],,,,,,,,,,,,,,,,,,,,
26046,[],,,,,,,,,,,,,,,,,,,,
26047,[],,,,,,,,,,,,,,,,,,,,
26048,['chillhop', 'lo-fi beats'],,,,,,,,,,,,,,,,,,,
26049,['future bass', 'kawaii future bass'],,,,,,,,,,,,,,,,,,,
26050,[],,,,,,,,,,,,,,,,,,,,
