,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
17092,['corrido', 'deep regional mexican', 'latin hip hop', 'norteno', 'nuevo regional mexicano', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,
17093,['grupera', 'gruperas inmortales', 'regional mexican'],,,,,,,,,,,,,,,,,,
17094,['cumbia sonidera'],,,,,,,,,,,,,,,,,,,,
17095,[],,,,,,,,,,,,,,,,,,,,
17096,['corrido', 'deep regional mexican', 'norteno', 'regional mexican', 'tex-mex'],,,,,,,,,,,,,,,,
17097,['corrido', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,,,
17098,['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino'],,,,,,,,,,,,,,
17099,[],,,,,,,,,,,,,,,,,,,,
17100,['grupera', 'gruperas inmortales', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,,
17101,['mexican rock-and-roll'],,,,,,,,,,,,,,,,,,,,
17102,['anti-folk', 'dance-punk', 'indie pop', 'indie rock', 'new rave', 'welsh indie', 'welsh rock'],,,,,,,,,,,,,,
17103,['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican'],,,,,,,,,,,,,,,,
17104,[],,,,,,,,,,,,,,,,,,,,
17105,['deep norteno'],,,,,,,,,,,,,,,,,,,,
17106,[],,,,,,,,,,,,,,,,,,,,
17107,['deep norteno'],,,,,,,,,,,,,,,,,,,,
17108,[],,,,,,,,,,,,,,,,,,,,
17109,[],,,,,,,,,,,,,,,,,,,,
17110,['bolero', 'cancion melodica', 'mexican rock-and-roll', 'pop romantico'],,,,,,,,,,,,,,,,,
17111,['deep norteno'],,,,,,,,,,,,,,,,,,,,
17112,['musica tradicional cubana', 'son cubano clasico'],,,,,,,,,,,,,,,,,,,
17113,['grupera', 'mexican rock-and-roll'],,,,,,,,,,,,,,,,,,,
17114,['cumbia', 'folclor afrocolombiano', 'musica popular colombiana'],,,,,,,,,,,,,,,,,,
17115,['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno'],,,,,,,,,,,,,,,
17116,['folklore chileno'],,,,,,,,,,,,,,,,,,,,
17117,['bolero', 'bolero mexicano'],,,,,,,,,,,,,,,,,,,
17118,['corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican'],,,,,,,,,,,,,,,,,
17119,[],,,,,,,,,,,,,,,,,,,,
17120,['norteno', 'norteno-sax', 'regional mexican'],,,,,,,,,,,,,,,,,,
17121,['musica popular colombiana', 'vallenato'],,,,,,,,,,,,,,,,,,,
17122,[],,,,,,,,,,,,,,,,,,,,
17123,['corrido', 'deep regional mexican', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,,
17124,['cumbia'],,,,,,,,,,,,,,,,,,,,
17125,['norteno'],,,,,,,,,,,,,,,,,,,,
17126,['corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican'],,,,,,,,,,,,,,,,,
17127,['corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican'],,,,,,,,,,,,,,,,,
17128,['grupera'],,,,,,,,,,,,,,,,,,,,
17129,['regional mexican'],,,,,,,,,,,,,,,,,,,,
17130,['argentine rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol', 'ska argentino'],,,,,,,,,,,,,
17131,['latin alternative', 'latin rock', 'latin ska', 'mexican hip hop', 'mexican indie', 'mexican rock', 'rock en espanol', 'ska mexicano'],,,,,,,,,,,,,
17132,['cumbia sonidera'],,,,,,,,,,,,,,,,,,,,
17133,['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino'],,,,,,,,,,,,,,,,
17134,['grupera'],,,,,,,,,,,,,,,,,,,,
17135,['euroska', 'indie veneto', 'italian punk', 'italian ska', 'oi', 'street punk espanol'],,,,,,,,,,,,,,,
17136,['grupera'],,,,,,,,,,,,,,,,,,,,
17137,['chunchaca', 'cumbia salvadorena', 'musica tropical guatemalteca'],,,,,,,,,,,,,,,,,,
17138,['grupera', 'mexican rock-and-roll', 'ranchera'],,,,,,,,,,,,,,,,,,
17139,[],,,,,,,,,,,,,,,,,,,,
17140,['grupera', 'gruperas inmortales', 'regional mexican'],,,,,,,,,,,,,,,,,,
17141,['nueva ola chilena', 'pop romantico'],,,,,,,,,,,,,,,,,,,
17142,['grupera', 'gruperas inmortales'],,,,,,,,,,,,,,,,,,,
17143,['tejano', 'tex-mex'],,,,,,,,,,,,,,,,,,,
17144,['argentine rock', 'rock en espanol', 'rock nacional'],,,,,,,,,,,,,,,,,,
17145,[],,,,,,,,,,,,,,,,,,,,
17146,[],,,,,,,,,,,,,,,,,,,,
17147,[],,,,,,,,,,,,,,,,,,,,
17148,[],,,,,,,,,,,,,,,,,,,,
17149,['classic colombian pop', 'pop romantico'],,,,,,,,,,,,,,,,,,,
17150,['gruperas inmortales'],,,,,,,,,,,,,,,,,,,,
17151,['cumbia salvadorena'],,,,,,,,,,,,,,,,,,,,
17152,[],,,,,,,,,,,,,,,,,,,,
17153,['dominican pop', 'latin', 'merengue', 'tropical'],,,,,,,,,,,,,,,,,
17154,[],,,,,,,,,,,,,,,,,,,,
17155,['cumbia sonidera'],,,,,,,,,,,,,,,,,,,,
17156,['latin christian', 'merengue'],,,,,,,,,,,,,,,,,,,
17157,['cumbia', 'musica popular colombiana'],,,,,,,,,,,,,,,,,,,
17158,['corrido', 'duranguense', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,,
17159,['grupera', 'gruperas inmortales', 'norteno', 'ranchera'],,,,,,,,,,,,,,,,,
17160,['corrido', 'norteno', 'nuevo regional mexicano', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,
17161,['corrido', 'deep regional mexican', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,,
17162,['easy listening', 'romantico'],,,,,,,,,,,,,,,,,,,
17163,['easy listening', 'romantico'],,,,,,,,,,,,,,,,,,,
17164,['huapango', 'musica potosina'],,,,,,,,,,,,,,,,,,,
17165,['corrido', 'latin hip hop', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,,
17166,['corrido', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,,,
17167,['latin pop', 'pop romantico'],,,,,,,,,,,,,,,,,,,
17168,['chilean rock', 'latin alternative', 'latin rock', 'musica andina', 'nueva cancion', 'rock en espanol'],,,,,,,,,,,,,,,
17169,['deep norteno'],,,,,,,,,,,,,,,,,,,,
17170,['musica costena'],,,,,,,,,,,,,,,,,,,,
17171,['grupera'],,,,,,,,,,,,,,,,,,,,
17172,['charango', 'folklore boliviano', 'musica andina'],,,,,,,,,,,,,,,,,,
17173,[],,,,,,,,,,,,,,,,,,,,
17174,[],,,,,,,,,,,,,,,,,,,,
17175,['gruperas inmortales'],,,,,,,,,,,,,,,,,,,,
17176,['gruperas inmortales'],,,,,,,,,,,,,,,,,,,,
17177,['cumbia', 'cumbia andina mexicana', 'cumbia sonidera'],,,,,,,,,,,,,,,,,,
17178,['roots rock'],,,,,,,,,,,,,,,,,,,,
17179,['mexican rock-and-roll'],,,,,,,,,,,,,,,,,,,,
17180,[],,,,,,,,,,,,,,,,,,,,
17181,['deep norteno'],,,,,,,,,,,,,,,,,,,,
17182,['classic colombian pop', 'classic venezuelan pop', 'tropical'],,,,,,,,,,,,,,,,,,
17183,['grupera'],,,,,,,,,,,,,,,,,,,,
17184,['cumbia sonidera', 'grupera', 'gruperas inmortales', 'regional mexican'],,,,,,,,,,,,,,,,,
17185,['grupera'],,,,,,,,,,,,,,,,,,,,
17186,['corrido', 'deep regional mexican', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,,
17187,['grupera', 'mexican rock-and-roll'],,,,,,,,,,,,,,,,,,,
17188,[],,,,,,,,,,,,,,,,,,,,
17189,['cuban rumba', 'latin jazz', 'timba'],,,,,,,,,,,,,,,,,,
17190,['corrido', 'deep regional mexican', 'regional mexican'],,,,,,,,,,,,,,,,,,
17191,[],,,,,,,,,,,,,,,,,,,,
17192,['deep regional mexican'],,,,,,,,,,,,,,,,,,,,
17193,['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno'],,,,,,,,,,,,,,,
17194,['corrido', 'deep regional mexican', 'norteno', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,
17195,['mexican rock-and-roll'],,,,,,,,,,,,,,,,,,,,
17196,['banda caliente'],,,,,,,,,,,,,,,,,,,,
17197,['norteno', 'tejano', 'tex-mex'],,,,,,,,,,,,,,,,,,
17198,['bolero', 'classic colombian pop', 'musica popular colombiana'],,,,,,,,,,,,,,,,,,
17199,['bolero', 'bolero mexicano', 'ranchera'],,,,,,,,,,,,,,,,,,
17200,[],,,,,,,,,,,,,,,,,,,,
17201,['pop romantico', 'spanish invasion'],,,,,,,,,,,,,,,,,,,
17202,['gruperas inmortales'],,,,,,,,,,,,,,,,,,,,
17203,[],,,,,,,,,,,,,,,,,,,,
17204,['argentine reggae', 'argentine rock', 'latin alternative', 'latin rock', 'reggae en espanol', 'rock en espanol', 'ska argentino'],,,,,,,,,,,,,,
17205,['easy listening', 'romantico'],,,,,,,,,,,,,,,,,,,
17206,['corrido', 'deep regional mexican', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,,
17207,['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional'],,,,,,,,,,,,,,,,
17208,['banda caliente'],,,,,,,,,,,,,,,,,,,,
17209,['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno'],,,,,,,,,,,,,,,,,
17210,['bomba y plena', 'musica jibara', 'puerto rican folk'],,,,,,,,,,,,,,,,,,
17211,[],,,,,,,,,,,,,,,,,,,,
17212,[],,,,,,,,,,,,,,,,,,,,
17213,['duranguense', 'regional mexican'],,,,,,,,,,,,,,,,,,,
17214,['chilean hardcore', 'chilean rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'ska chileno'],,,,,,,,,,,,,,
17215,['cumbia ranchera'],,,,,,,,,,,,,,,,,,,,
17216,['deep norteno'],,,,,,,,,,,,,,,,,,,,
17217,['ranchera'],,,,,,,,,,,,,,,,,,,,
17218,['argentine rock', 'rock en espanol'],,,,,,,,,,,,,,,,,,,
17219,['corrido', 'deep regional mexican', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,,
17220,['deep norteno'],,,,,,,,,,,,,,,,,,,,
17221,['mexican classic rock', 'mexican rock-and-roll'],,,,,,,,,,,,,,,,,,,
17222,[],,,,,,,,,,,,,,,,,,,,
17223,['grupera', 'gruperas inmortales', 'regional mexican'],,,,,,,,,,,,,,,,,,
17224,['norteno', 'ranchera', 'tejano'],,,,,,,,,,,,,,,,,,
17225,['latinx alternative'],,,,,,,,,,,,,,,,,,,,
17226,['grupera', 'regional mexican', 'tejano'],,,,,,,,,,,,,,,,,,
17227,['grupera', 'regional mexican', 'tejano'],,,,,,,,,,,,,,,,,,
17228,['gruperas inmortales'],,,,,,,,,,,,,,,,,,,,
17229,[],,,,,,,,,,,,,,,,,,,,
17230,['corrido', 'norteno', 'norteno-sax', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,
17231,['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'rock en espanol', 'spanish pop'],,,,,,,,,,,,,,,
17232,['mariachi', 'ranchera'],,,,,,,,,,,,,,,,,,,
17233,['grupera'],,,,,,,,,,,,,,,,,,,,
17234,['grupera'],,,,,,,,,,,,,,,,,,,,
17235,['cantautor', 'latin arena pop', 'rock en espanol', 'spanish new wave', 'spanish pop', 'spanish pop rock'],,,,,,,,,,,,,,,
17236,[],,,,,,,,,,,,,,,,,,,,
17237,['chicha', 'cumbia peruana', 'peruvian rock'],,,,,,,,,,,,,,,,,,
17238,['chunchaca', 'cumbia sonidera', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,,
17239,['mexican rock-and-roll', 'ranchera'],,,,,,,,,,,,,,,,,,,
17240,['bolero', 'bolero mexicano', 'mexican rock-and-roll', 'ranchera'],,,,,,,,,,,,,,,,,
17241,['mexican classic rock', 'mexican rock-and-roll', 'ranchera', 'rockabilly en espanol'],,,,,,,,,,,,,,,,,
17242,[],,,,,,,,,,,,,,,,,,,,
17243,['cumbia sonidera'],,,,,,,,,,,,,,,,,,,,
17244,['grupera', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,,,
17245,['pop romantico', 'ranchera'],,,,,,,,,,,,,,,,,,,
17246,['corrido', 'norteno', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,,
17247,['corrido', 'musica costena', 'norteno', 'regional mexican', 'tejano'],,,,,,,,,,,,,,,,
17248,['grupera'],,,,,,,,,,,,,,,,,,,,
17249,['corrido', 'norteno', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,,
17250,['corrido', 'deep regional mexican', 'latin hip hop', 'norteno', 'nuevo regional mexicano', 'regional mexican'],,,,,,,,,,,,,,,
17251,['colombian rock', 'latin alternative', 'latin rock', 'rock en espanol', 'spanish new wave'],,,,,,,,,,,,,,,,
17252,['bachata dominicana', 'latin', 'merengue', 'tropical'],,,,,,,,,,,,,,,,,
17253,['deep norteno'],,,,,,,,,,,,,,,,,,,,
17254,['corrido', 'norteno', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,,
17255,['norteno', 'ranchera'],,,,,,,,,,,,,,,,,,,
17256,['bolero', 'bolero mexicano', 'ranchera'],,,,,,,,,,,,,,,,,,
17257,['bolero', 'bolero mexicano', 'ranchera'],,,,,,,,,,,,,,,,,,
17258,['bolero', 'bolero mexicano', 'ranchera'],,,,,,,,,,,,,,,,,,
17259,['ranchera'],,,,,,,,,,,,,,,,,,,,
17260,['classic peruvian pop'],,,,,,,,,,,,,,,,,,,,
17261,['corrido', 'norteno', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,,
17262,[],,,,,,,,,,,,,,,,,,,,
17263,['cumbia colombiana regia', 'cumbia sonidera'],,,,,,,,,,,,,,,,,,,
17264,[],,,,,,,,,,,,,,,,,,,,
17265,['argentine punk', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional'],,,,,,,,,,,,,,,
17266,['classic colombian pop', 'musica llanera', 'musica popular colombiana', 'pop romantico'],,,,,,,,,,,,,,,,,
17267,['cumbia'],,,,,,,,,,,,,,,,,,,,
17268,['cumbia sonidera'],,,,,,,,,,,,,,,,,,,,
17269,['cumbia', 'cumbia andina mexicana', 'cumbia sonidera'],,,,,,,,,,,,,,,,,,
17270,['grupera', 'gruperas inmortales', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,,
17271,[],,,,,,,,,,,,,,,,,,,,
17272,['classic colombian pop'],,,,,,,,,,,,,,,,,,,,
17273,['musica popular colombiana', 'vallenato'],,,,,,,,,,,,,,,,,,,
17274,['banda caliente', 'corrido', 'grupera', 'musica potosina', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,
17275,['gruperas inmortales', 'nu-cumbia', 'regional mexican'],,,,,,,,,,,,,,,,,,
17276,[],,,,,,,,,,,,,,,,,,,,
17277,['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'queens hip hop', 'rap'],,,,,,,,,,,,,,
17278,['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house'],,,,,,,,,,,,,,,,
17279,[],,,,,,,,,,,,,,,,,,,,
17280,['melodic metal', 'neo classical metal', 'power metal', 'progressive power metal', 'swedish power metal'],,,,,,,,,,,,,,,,
17281,['dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house'],,,,,,,,,,,,
17282,['bass trap', 'gaming edm'],,,,,,,,,,,,,,,,,,,
17283,['classic progressive house'],,,,,,,,,,,,,,,,,,,,
17284,['trance', 'uplifting trance'],,,,,,,,,,,,,,,,,,,
17285,[],,,,,,,,,,,,,,,,,,,,
17286,['uplifting trance'],,,,,,,,,,,,,,,,,,,,
17287,['classic swedish pop', 'dansband', 'danspunk'],,,,,,,,,,,,,,,,,,
17288,['vintage classical singing'],,,,,,,,,,,,,,,,,,,,
17289,[],,,,,,,,,,,,,,,,,,,,
17290,['cabaret'],,,,,,,,,,,,,,,,,,,,
17291,['japanese vgm'],,,,,,,,,,,,,,,,,,,,
17292,['texas blues'],,,,,,,,,,,,,,,,,,,,
17293,['gbvfi', 'lo-fi'],,,,,,,,,,,,,,,,,,,
17294,['latin pop'],,,,,,,,,,,,,,,,,,,,
17295,[],,,,,,,,,,,,,,,,,,,,
17296,[],,,,,,,,,,,,,,,,,,,,
17297,['brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll'],,,,,,,,,,,,,,,
17298,[],,,,,,,,,,,,,,,,,,,,
17299,['album rock', 'mellow gold', 'soft rock'],,,,,,,,,,,,,,,,,,
17300,[],,,,,,,,,,,,,,,,,,,,
17301,['novelty'],,,,,,,,,,,,,,,,,,,,
17302,[],,,,,,,,,,,,,,,,,,,,
17303,['adult standards', 'classic soul', 'disco', 'lounge', 'motown', 'philly soul', 'quiet storm', 'soul', 'soul blues', 'vocal jazz'],,,,,,,,,,,
17304,[],,,,,,,,,,,,,,,,,,,,
17305,['art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter'],,,,,,,,,,,,,
17306,[],,,,,,,,,,,,,,,,,,,,
17307,[],,,,,,,,,,,,,,,,,,,,
17308,[],,,,,,,,,,,,,,,,,,,,
17309,[],,,,,,,,,,,,,,,,,,,,
17310,['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house'],,,,,,,,,,,,,,
17311,[],,,,,,,,,,,,,,,,,,,,
17312,['alternative country', 'american folk revival', 'country rock', 'folk', 'folk rock', 'roots rock', 'singer-songwriter', 'traditional folk'],,,,,,,,,,,,,
17313,[],,,,,,,,,,,,,,,,,,,,
17314,[],,,,,,,,,,,,,,,,,,,,
17315,['jazz drums'],,,,,,,,,,,,,,,,,,,,
17316,[],,,,,,,,,,,,,,,,,,,,
17317,['jazz vibraphone', 'latin jazz', 'salsa', 'salsa international'],,,,,,,,,,,,,,,,,
17318,[],,,,,,,,,,,,,,,,,,,,
17319,['esperanto'],,,,,,,,,,,,,,,,,,,,
17320,[],,,,,,,,,,,,,,,,,,,,
17321,[],,,,,,,,,,,,,,,,,,,,
17322,['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz'],,,,,,,,,,,,,
17323,[],,,,,,,,,,,,,,,,,,,,
17324,['new orleans jazz', 'stride'],,,,,,,,,,,,,,,,,,,
17325,[],,,,,,,,,,,,,,,,,,,,
17326,[],,,,,,,,,,,,,,,,,,,,
17327,[],,,,,,,,,,,,,,,,,,,,
17328,[],,,,,,,,,,,,,,,,,,,,
17329,[],,,,,,,,,,,,,,,,,,,,
17330,[],,,,,,,,,,,,,,,,,,,,
17331,[],,,,,,,,,,,,,,,,,,,,
17332,['baroque', 'classical', 'early music', 'french baroque'],,,,,,,,,,,,,,,,,
17333,[],,,,,,,,,,,,,,,,,,,,
17334,[],,,,,,,,,,,,,,,,,,,,
17335,[],,,,,,,,,,,,,,,,,,,,
17336,['american modern classical'],,,,,,,,,,,,,,,,,,,,
17337,[],,,,,,,,,,,,,,,,,,,,
17338,[],,,,,,,,,,,,,,,,,,,,
17339,['classical organ', 'french romanticism'],,,,,,,,,,,,,,,,,,,
17340,['big band', 'jazz blues', 'rhythm and blues', 'swing'],,,,,,,,,,,,,,,,,
17341,['big band', 'jazz blues', 'rhythm and blues', 'swing'],,,,,,,,,,,,,,,,,
17342,['vintage hollywood'],,,,,,,,,,,,,,,,,,,,
17343,[],,,,,,,,,,,,,,,,,,,,
17344,[],,,,,,,,,,,,,,,,,,,,
17345,['northumbrian folk', 'shanty', 'traditional british folk'],,,,,,,,,,,,,,,,,,
17346,[],,,,,,,,,,,,,,,,,,,,
17347,['orchestral performance'],,,,,,,,,,,,,,,,,,,,
17348,['canadian classical piano', 'classical performance', 'classical piano'],,,,,,,,,,,,,,,,,,
17349,[],,,,,,,,,,,,,,,,,,,,
17350,[],,,,,,,,,,,,,,,,,,,,
17351,[],,,,,,,,,,,,,,,,,,,,
17352,['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz'],,,,,,,,,,,,,,,
17353,[],,,,,,,,,,,,,,,,,,,,
17354,[],,,,,,,,,,,,,,,,,,,,
17355,[],,,,,,,,,,,,,,,,,,,,
17356,['classic praise', 'rosary'],,,,,,,,,,,,,,,,,,,
17357,[],,,,,,,,,,,,,,,,,,,,
17358,['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house'],,,,,,,,,,,,,,,
17359,['pop', 'post-teen pop'],,,,,,,,,,,,,,,,,,,
17360,['poetry'],,,,,,,,,,,,,,,,,,,,
17361,['classical organ', 'french romanticism'],,,,,,,,,,,,,,,,,,,
17362,['acousmatic', 'laboratorio', 'theme', 'theremin'],,,,,,,,,,,,,,,,,
17363,[],,,,,,,,,,,,,,,,,,,,
17364,[],,,,,,,,,,,,,,,,,,,,
17365,['baroque', 'french baroque'],,,,,,,,,,,,,,,,,,,
17366,['compositional ambient'],,,,,,,,,,,,,,,,,,,,
17367,[],,,,,,,,,,,,,,,,,,,,
17368,['mento'],,,,,,,,,,,,,,,,,,,,
17369,['canadian classical piano'],,,,,,,,,,,,,,,,,,,,
17370,['poetry'],,,,,,,,,,,,,,,,,,,,
17371,[],,,,,,,,,,,,,,,,,,,,
17372,[],,,,,,,,,,,,,,,,,,,,
17373,[],,,,,,,,,,,,,,,,,,,,
17374,[],,,,,,,,,,,,,,,,,,,,
17375,['dixieland'],,,,,,,,,,,,,,,,,,,,
17376,[],,,,,,,,,,,,,,,,,,,,
17377,[],,,,,,,,,,,,,,,,,,,,
17378,[],,,,,,,,,,,,,,,,,,,,
17379,[],,,,,,,,,,,,,,,,,,,,
17380,[],,,,,,,,,,,,,,,,,,,,
17381,[],,,,,,,,,,,,,,,,,,,,
17382,['canadian hip hop', 'dark trap', 'emo rap', 'ottawa rap', 'underground hip hop'],,,,,,,,,,,,,,,,
17383,['alternative dance', 'art pop', 'dance pop', 'dance-punk', 'electronica', 'indietronica', 'new rave', 'nu disco'],,,,,,,,,,,,,
17384,['grunge'],,,,,,,,,,,,,,,,,,,,
17385,['deep disco', 'post-disco'],,,,,,,,,,,,,,,,,,,
17386,[],,,,,,,,,,,,,,,,,,,,
17387,[],,,,,,,,,,,,,,,,,,,,
17388,['disco'],,,,,,,,,,,,,,,,,,,,
17389,['dance rock', 'dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk'],,,,,,,,,,,,,,
17390,['contemporary country', 'country', 'country pop', 'country road', 'modern country rock'],,,,,,,,,,,,,,,,
17391,['glam metal', 'hard rock', 'sleaze rock'],,,,,,,,,,,,,,,,,,
17392,[],,,,,,,,,,,,,,,,,,,,
17393,['deep house', 'disco house', 'hamburg electronic', 'indie soul', 'minimal tech house', 'nu disco', 'vocal house'],,,,,,,,,,,,,,
17394,['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock'],,,,,,,,,,,
17395,['dream pop', 'drone', 'ethereal wave', 'grave wave', 'nu gaze', 'shoegaze'],,,,,,,,,,,,,,,
17396,['calypso'],,,,,,,,,,,,,,,,,,,,
17397,[],,,,,,,,,,,,,,,,,,,,
17398,['scandipop'],,,,,,,,,,,,,,,,,,,,
17399,[],,,,,,,,,,,,,,,,,,,,
17400,['modern rock', 'pop punk', 'post-teen pop'],,,,,,,,,,,,,,,,,,
17401,['psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock', 'swedish stoner rock'],,,,,,,,,,,,,,,
17402,['blues', 'boogie-woogie', 'electric blues', 'jump blues', 'soul blues', 'texas blues', 'traditional blues'],,,,,,,,,,,,,,
17403,['country rock', 'pub rock', 'roots rock'],,,,,,,,,,,,,,,,,,
17404,[],,,,,,,,,,,,,,,,,,,,
17405,['canadian electropop', 'queercore'],,,,,,,,,,,,,,,,,,,
17406,[],,,,,,,,,,,,,,,,,,,,
17407,[],,,,,,,,,,,,,,,,,,,,
17408,[],,,,,,,,,,,,,,,,,,,,
17409,[],,,,,,,,,,,,,,,,,,,,
17410,[],,,,,,,,,,,,,,,,,,,,
17411,['electronica venezuela'],,,,,,,,,,,,,,,,,,,,
17412,['ragtime'],,,,,,,,,,,,,,,,,,,,
17413,[],,,,,,,,,,,,,,,,,,,,
17414,[],,,,,,,,,,,,,,,,,,,,
17415,[],,,,,,,,,,,,,,,,,,,,
17416,[],,,,,,,,,,,,,,,,,,,,
17417,[],,,,,,,,,,,,,,,,,,,,
17418,[],,,,,,,,,,,,,,,,,,,,
17419,[],,,,,,,,,,,,,,,,,,,,
17420,[],,,,,,,,,,,,,,,,,,,,
17421,['deep groove house', 'disco house', 'funky tech house', 'groove room', 'house', 'pop dance', 'pop edm'],,,,,,,,,,,,,,
17422,[],,,,,,,,,,,,,,,,,,,,
17423,['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house'],,,,,,,,,,,,,,
17424,[],,,,,,,,,,,,,,,,,,,,
17425,['post-teen pop'],,,,,,,,,,,,,,,,,,,,
17426,[],,,,,,,,,,,,,,,,,,,,
17427,['francoton', 'reggaeton'],,,,,,,,,,,,,,,,,,,
17428,['orchestra'],,,,,,,,,,,,,,,,,,,,
17429,['alternative country', 'cowpunk', 'memphis americana', 'new americana'],,,,,,,,,,,,,,,,,
17430,['mariachi', 'ranchera'],,,,,,,,,,,,,,,,,,,
17431,['cumbia colombiana regia'],,,,,,,,,,,,,,,,,,,,
17432,['bolero', 'nueva ola chilena'],,,,,,,,,,,,,,,,,,,
17433,[],,,,,,,,,,,,,,,,,,,,
17434,['classic peruvian pop'],,,,,,,,,,,,,,,,,,,,
17435,[],,,,,,,,,,,,,,,,,,,,
17436,['classical soprano', 'italian soprano'],,,,,,,,,,,,,,,,,,,
17437,[],,,,,,,,,,,,,,,,,,,,
17438,['italian mezzo-soprano'],,,,,,,,,,,,,,,,,,,,
17439,[],,,,,,,,,,,,,,,,,,,,
17440,[],,,,,,,,,,,,,,,,,,,,
17441,['classical performance', 'classical soprano', 'opera'],,,,,,,,,,,,,,,,,,
17442,['canzone napoletana', 'classical tenor', 'italian tenor', 'opera', 'operatic pop'],,,,,,,,,,,,,,,,
17443,['dance pop', 'pop dance'],,,,,,,,,,,,,,,,,,,
17444,['classical soprano', 'italian soprano'],,,,,,,,,,,,,,,,,,,
17445,[],,,,,,,,,,,,,,,,,,,,
17446,['avant-garde', 'contemporary classical', 'italian contemporary classical', 'serialism'],,,,,,,,,,,,,,,,,
17447,['canzone napoletana', 'classical tenor', 'italian tenor', 'opera', 'operatic pop'],,,,,,,,,,,,,,,,
17448,[],,,,,,,,,,,,,,,,,,,,
17449,['canzone napoletana', 'classic italian folk pop', 'classic italian pop', 'vintage italian pop'],,,,,,,,,,,,,,,,,
17450,[],,,,,,,,,,,,,,,,,,,,
17451,['sleep'],,,,,,,,,,,,,,,,,,,,
17452,[],,,,,,,,,,,,,,,,,,,,
17453,['vintage chanson'],,,,,,,,,,,,,,,,,,,,
17454,['vintage chanson'],,,,,,,,,,,,,,,,,,,,
17455,['vintage chanson'],,,,,,,,,,,,,,,,,,,,
17456,[],,,,,,,,,,,,,,,,,,,,
17457,['country blues', 'pre-war blues', 'traditional blues'],,,,,,,,,,,,,,,,,,
